  RESFILE cos_G130M_lsf_1356.dat
    1355.56000   9.98146e-01   3.81299e-02
    1355.59000   1.00852e+00   3.83403e-02
    1355.62000   1.05275e+00   3.91425e-02
    1355.65000   9.91270e-01   3.80185e-02
    1355.68000   9.75933e-01   3.77582e-02
    1355.71000   9.76461e-01   3.77189e-02
    1355.74000   9.54712e-01   3.74794e-02
    1355.77000   1.04477e+00   3.89266e-02
    1355.80000   9.77237e-01   3.76554e-02
    1355.83000   9.64533e-01   3.74458e-02
    1355.86000   9.79181e-01   3.77498e-02
    1355.89000   1.06302e+00   3.93479e-02
    1355.92000   1.05627e+00   3.91435e-02
    1355.95000   1.00132e+00   3.82010e-02
    1355.98000   1.02123e+00   3.86495e-02
    1356.01000   1.03931e+00   3.88382e-02
    1356.04000   1.03025e+00   3.87577e-02
    1356.07000   1.02067e+00   3.86142e-02
    1356.10000   1.09121e+00   3.99525e-02
    1356.13000   1.06674e+00   3.93187e-02
    1356.16000   1.05204e+00   3.91828e-02
    1356.19000   1.01521e+00   3.84064e-02
    1356.22000   9.59647e-01   3.73757e-02
    1356.25000   9.71922e-01   3.75339e-02
    1356.28000   9.77745e-01   3.77563e-02
    1356.31000   9.58955e-01   3.74199e-02
    1356.34000   9.89636e-01   3.78599e-02
    1356.37000   1.00659e+00   3.82321e-02
    1356.40000   1.03859e+00   3.87677e-02
    1356.43000   1.08038e+00   3.95891e-02
    1356.46000   1.03194e+00   3.87594e-02
    1356.49000   9.73527e-01   3.77106e-02
    1356.52000   1.00352e+00   3.81426e-02
    1356.54000   1.04012e+00   3.87993e-02
    1356.57000   1.01960e+00   3.84099e-02
    1356.60000   9.88142e-01   3.78612e-02
    1356.63000   1.01474e+00   3.83490e-02
    1356.66000   9.63626e-01   3.73608e-02
    1356.69000   9.83264e-01   3.77100e-02
    1356.72000   1.00624e+00   3.81255e-02
    1356.75000   9.11321e-01   3.63069e-02
    1356.78000   9.80398e-01   3.76635e-02
    1356.81000   9.14205e-01   3.64643e-02
    1356.84000   9.76573e-01   3.76162e-02
    1356.87000   9.36796e-01   3.68887e-02
    1356.90000   9.11282e-01   3.64199e-02
    1356.93000   9.60638e-01   3.72762e-02
    1356.96000   9.28730e-01   3.67132e-02
    1356.99000   9.11098e-01   3.62936e-02
    1357.02000   9.80406e-01   3.77272e-02
    1357.05000   1.00116e+00   3.81790e-02
    1357.08000   9.58288e-01   3.71909e-02
    1357.11000   9.95499e-01   3.80402e-02
    1357.14000   9.80370e-01   3.76056e-02
    1357.17000   1.02747e+00   3.85081e-02
    1357.20000   1.04630e+00   3.89565e-02
    1357.23000   1.04982e+00   3.91030e-02
    1357.26000   9.54002e-01   3.71146e-02
    1357.29000   1.04443e+00   3.88426e-02
    1357.32000   9.86654e-01   3.77302e-02
    1357.35000   1.02833e+00   3.85669e-02
    1357.38000   9.84317e-01   3.77413e-02
    1357.41000   9.92860e-01   3.79240e-02
    1357.44000   9.11818e-01   3.63435e-02
    1357.47000   9.67538e-01   3.75803e-02
    1357.50000   1.05694e+00   3.90875e-02
    1357.53000   1.07078e+00   3.92760e-02
    1357.56000   1.09608e+00   3.97273e-02
    1357.59000   1.03505e+00   3.86366e-02
    1357.62000   1.01286e+00   3.82675e-02
    1357.65000   1.02680e+00   3.85673e-02
    1357.68000   9.85663e-01   3.77356e-02
    1357.71000   9.66741e-01   3.73452e-02
    1357.74000   9.18449e-01   3.64295e-02
    1357.77000   9.43554e-01   3.68901e-02
    1357.80000   9.39051e-01   3.68042e-02
    1357.83000   9.01825e-01   3.61390e-02
    1357.86000   9.97115e-01   3.79956e-02
    1357.89000   1.01530e+00   3.82642e-02
    1357.92000   1.00346e+00   3.79975e-02
    1357.95000   9.69890e-01   3.75968e-02
    1357.98000   1.00508e+00   3.81480e-02
    1358.01000   1.00492e+00   3.80745e-02
    1358.04000   9.67317e-01   3.73874e-02
    1358.07000   1.03448e+00   3.87605e-02
    1358.10000   1.04164e+00   3.87250e-02
    1358.13000   1.01471e+00   3.82289e-02
