  RESFILE cos_G160M_lsf_1763.dat
    1762.63000   7.98665e-01   7.59317e-02
    1762.67000   8.18475e-01   7.62599e-02
    1762.70000   9.26186e-01   8.10780e-02
    1762.74000   9.56985e-01   8.40083e-02
    1762.78000   8.93075e-01   8.03338e-02
    1762.81000   9.69744e-01   8.29601e-02
    1762.85000   9.61383e-01   8.28647e-02
    1762.89000   1.01155e+00   8.51883e-02
    1762.92000   1.09223e+00   8.79540e-02
    1762.96000   1.02815e+00   8.54097e-02
    1763.00000   9.46986e-01   8.22926e-02
    1763.03000   9.96789e-01   8.42790e-02
    1763.07000   9.74712e-01   8.36419e-02
    1763.11000   9.95148e-01   8.56808e-02
    1763.14000   1.02205e+00   8.53359e-02
    1763.18000   1.02755e+00   8.55270e-02
    1763.22000   1.02054e+00   8.51521e-02
    1763.25000   9.62359e-01   8.27990e-02
    1763.29000   1.05371e+00   8.73836e-02
    1763.33000   9.57738e-01   8.26004e-02
    1763.36000   9.19511e-01   8.09559e-02
    1763.40000   1.01465e+00   8.52921e-02
    1763.44000   8.77342e-01   7.91714e-02
    1763.47000   1.04685e+00   8.63355e-02
    1763.51000   1.12414e+00   8.98840e-02
    1763.55000   1.11914e+00   9.03303e-02
    1763.58000   1.05399e+00   8.74051e-02
    1763.62000   1.00539e+00   8.46300e-02
    1763.66000   1.05576e+00   8.65806e-02
    1763.69000   9.60387e-01   8.27932e-02
    1763.73000   9.39767e-01   8.40326e-02
    1763.77000   1.13236e+00   8.99656e-02
    1763.80000   9.94230e-01   8.43150e-02
    1763.84000   9.61456e-01   8.30499e-02
    1763.88000   9.65262e-01   8.32947e-02
    1763.91000   1.15142e+00   9.11715e-02
    1763.95000   1.08420e+00   8.82445e-02
    1763.99000   9.05827e-01   8.12820e-02
    1764.02000   8.25998e-01   7.73607e-02
    1764.06000   1.12269e+00   9.02033e-02
    1764.10000   9.58556e-01   8.41531e-02
    1764.13000   8.45631e-01   7.88108e-02
