# wave	flux	error	model
# 
1.387470000000000027e+03 1.002610000000000001e+00 3.523699999999999749e-02 9.993393879697904936e-01
1.387500000000000000e+03 9.996850000000000458e-01 3.518170000000000325e-02 9.993532189096040463e-01
1.387529999999999973e+03 1.004539999999999988e+00 3.528629999999999961e-02 9.993669091516771408e-01
1.387559999999999945e+03 1.034939999999999971e+00 3.578409999999999924e-02 9.993803057150426605e-01
1.387589999999999918e+03 9.813359999999999861e-01 3.488220000000000209e-02 9.993932586632416903e-01
1.387619999999999891e+03 9.791790000000000216e-01 3.488089999999999941e-02 9.994056123666017477e-01
1.387650000000000091e+03 1.026310000000000056e+00 3.574829999999999675e-02 9.994172159925055476e-01
1.387680000000000064e+03 1.013460000000000027e+00 3.548749999999999821e-02 9.994279275237398785e-01
1.387710000000000036e+03 1.011130000000000084e+00 3.538999999999999785e-02 9.994376237521552797e-01
1.387740000000000009e+03 9.348940000000000028e-01 3.404800000000000187e-02 9.994462206620435829e-01
1.387769999999999982e+03 9.940050000000000274e-01 3.507430000000000270e-02 9.994536930636994665e-01
1.387799999999999955e+03 1.007100000000000106e+00 3.529539999999999761e-02 9.994600904778733197e-01
1.387829999999999927e+03 9.218750000000000000e-01 3.392379999999999701e-02 9.994655355494777016e-01
1.387859999999999900e+03 1.025039999999999951e+00 3.570500000000000063e-02 9.994702109729657336e-01
1.387890000000000100e+03 1.019719999999999960e+00 3.557119999999999727e-02 9.994743377480131974e-01
1.387920000000000073e+03 9.892990000000000395e-01 3.510719999999999813e-02 9.994781478606441505e-01
1.387950000000000045e+03 1.047879999999999923e+00 3.600769999999999665e-02 9.994818561299874116e-01
1.387980000000000018e+03 9.415710000000000468e-01 3.418670000000000042e-02 9.994856379947205660e-01
1.388009999999999991e+03 9.368370000000000308e-01 3.403559999999999919e-02 9.994896299692413999e-01
1.388039999999999964e+03 1.000629999999999908e+00 3.519189999999999818e-02 9.994939378546965347e-01
1.388069999999999936e+03 1.018129999999999979e+00 3.551499999999999796e-02 9.994986525458989801e-01
1.388099999999999909e+03 1.029290000000000038e+00 3.567610000000000225e-02 9.995038504623060538e-01
1.388130000000000109e+03 1.018599999999999950e+00 3.549929999999999752e-02 9.995095835529111961e-01
1.388160000000000082e+03 1.053879999999999928e+00 3.611729999999999802e-02 9.995158706392514025e-01
1.388190000000000055e+03 9.679299999999999571e-01 3.470829999999999749e-02 9.995226850138202446e-01
1.388220000000000027e+03 1.031770000000000076e+00 3.574190000000000006e-02 9.995299370036692110e-01
1.388250000000000000e+03 9.993900000000000006e-01 3.522209999999999924e-02 9.995374619805852401e-01
1.388279999999999973e+03 9.625979999999999537e-01 3.449640000000000345e-02 9.995450252559796578e-01
1.388309999999999945e+03 1.080170000000000075e+00 3.654079999999999828e-02 9.995523646329519396e-01
1.388339999999999918e+03 1.075099999999999945e+00 3.651809999999999778e-02 9.995592391947718536e-01
1.388369999999999891e+03 9.702899999999999858e-01 3.463159999999999850e-02 9.995654883372465660e-01
1.388400000000000091e+03 1.052950000000000053e+00 3.609600000000000308e-02 9.995710495586677125e-01
1.388430000000000064e+03 9.929499999999999993e-01 3.505749999999999839e-02 9.995759381489511819e-01
1.388460000000000036e+03 1.020450000000000079e+00 3.556150000000000283e-02 9.995801913935143945e-01
1.388490000000000009e+03 1.039500000000000091e+00 3.583370000000000305e-02 9.995838300862149861e-01
1.388519999999999982e+03 9.539090000000000069e-01 3.436410000000000159e-02 9.995868657551935099e-01
1.388549999999999955e+03 1.006629999999999914e+00 3.528040000000000342e-02 9.995893291991969631e-01
1.388579999999999927e+03 9.640039999999999720e-01 3.447420000000000345e-02 9.995912881721166210e-01
1.388609999999999900e+03 9.481469999999999620e-01 3.421749999999999792e-02 9.995928668495608349e-01
1.388640000000000100e+03 1.024350000000000094e+00 3.556929999999999814e-02 9.995942414636724838e-01
1.388670000000000073e+03 9.620419999999999527e-01 3.442060000000000258e-02 9.995956251383197877e-01
1.388700000000000045e+03 9.399840000000000417e-01 3.401749999999999913e-02 9.995972600797543572e-01
1.388730000000000018e+03 9.873769999999999492e-01 3.485100000000000003e-02 9.995996809733372901e-01
1.388759999999999991e+03 9.811050000000000049e-01 3.474880000000000330e-02 9.996056457549047369e-01
1.388789999999999964e+03 9.634200000000000541e-01 3.450450000000000045e-02 9.996212057375337690e-01
1.388819999999999936e+03 9.381629999999999692e-01 3.398389999999999744e-02 9.996396641617719681e-01
1.388849999999999909e+03 9.681440000000000046e-01 3.452140000000000070e-02 9.996583414804591783e-01
1.388880000000000109e+03 9.616390000000000216e-01 3.442209999999999714e-02 9.996771831344340997e-01
1.388910000000000082e+03 1.023099999999999898e+00 3.545910000000000034e-02 9.996961429510922148e-01
1.388940000000000055e+03 1.050200000000000022e+00 3.590990000000000154e-02 9.997152040479427848e-01
1.388970000000000027e+03 1.036110000000000086e+00 3.571150000000000019e-02 9.997343621008872860e-01
1.389000000000000000e+03 9.594549999999999468e-01 3.443890000000000146e-02 9.997536006541499765e-01
1.389029999999999973e+03 1.031250000000000000e+00 3.576320000000000193e-02 9.997728686809760346e-01
1.389059999999999945e+03 9.695009999999999462e-01 3.448659999999999920e-02 9.997920683389870389e-01
1.389089999999999918e+03 1.004709999999999992e+00 3.512320000000000025e-02 9.998110687069404756e-01
1.389119999999999891e+03 9.730180000000000495e-01 3.454850000000000282e-02 9.998297377352527437e-01
1.389150000000000091e+03 9.889649999999999830e-01 3.480819999999999748e-02 9.998479840730453150e-01
1.389180000000000064e+03 9.590670000000000028e-01 3.429179999999999728e-02 9.998657202723386650e-01
1.389210000000000036e+03 9.601939999999999920e-01 3.429859999999999853e-02 9.998775985385677245e-01
1.389240000000000009e+03 9.237079999999999735e-01 3.364410000000000317e-02 9.998813716851554512e-01
1.389269999999999982e+03 1.014950000000000019e+00 3.525709999999999955e-02 9.998832936718300424e-01
1.389299999999999955e+03 9.780910000000000437e-01 3.470560000000000311e-02 9.998849268157514736e-01
1.389329999999999927e+03 9.579720000000000457e-01 3.438159999999999827e-02 9.998864641877982518e-01
1.389359999999999900e+03 1.000920000000000032e+00 3.501540000000000208e-02 9.998879350895124585e-01
1.389390000000000100e+03 1.046839999999999993e+00 3.580649999999999805e-02 9.998893512998427990e-01
1.389420000000000073e+03 1.063039999999999985e+00 3.615089999999999970e-02 9.998907206572970052e-01
1.389450000000000045e+03 1.029320000000000013e+00 3.553819999999999896e-02 9.998920489010694190e-01
1.389480000000000018e+03 1.027770000000000072e+00 3.545179999999999859e-02 9.998933403661515174e-01
1.389509999999999991e+03 9.863979999999999970e-01 3.473860000000000142e-02 9.998945983669775828e-01
1.389539999999999964e+03 9.866829999999999767e-01 3.479299999999999754e-02 9.998958254468613971e-01
1.389569999999999936e+03 9.771050000000000013e-01 3.452539999999999776e-02 9.998970235526387640e-01
1.389599999999999909e+03 9.483570000000000055e-01 3.404019999999999962e-02 9.998981940928229895e-01
1.389630000000000109e+03 9.898059999999999636e-01 3.474270000000000136e-02 9.998993380859442226e-01
1.389660000000000082e+03 9.940339999999999732e-01 3.484219999999999678e-02 9.999004560486230986e-01
1.389690000000000055e+03 1.007560000000000011e+00 3.509099999999999719e-02 9.999015483725806064e-01
1.389720000000000027e+03 9.716519999999999602e-01 3.449590000000000295e-02 9.999026151831343912e-01
1.389750000000000000e+03 9.795420000000000238e-01 3.454739999999999894e-02 9.999036564943207805e-01
1.389779999999999973e+03 1.003060000000000063e+00 3.504890000000000089e-02 9.999046730695408947e-01
1.389799999999999955e+03 1.007379999999999942e+00 3.504240000000000133e-02 9.999056674844186698e-01
1.389829999999999927e+03 9.857150000000000079e-01 3.479550000000000004e-02 9.999066440335053763e-01
1.389859999999999900e+03 9.587670000000000359e-01 3.419649999999999773e-02 9.999076067383435573e-01
1.389890000000000100e+03 9.418600000000000305e-01 3.385559999999999958e-02 9.999085577073101305e-01
1.389920000000000073e+03 9.853650000000000464e-01 3.463750000000000162e-02 9.999094973091378069e-01
1.389950000000000045e+03 9.937869999999999759e-01 3.479569999999999885e-02 9.999104251955434064e-01
1.389980000000000018e+03 1.052040000000000086e+00 3.578119999999999912e-02 9.999113411137754426e-01
1.390009999999999991e+03 1.031689999999999996e+00 3.549770000000000009e-02 9.999122446913324413e-01
1.390039999999999964e+03 1.011400000000000077e+00 3.507770000000000332e-02 9.999131356189694397e-01
1.390069999999999936e+03 1.034149999999999903e+00 3.555610000000000021e-02 9.999140136714237403e-01
1.390099999999999909e+03 9.841990000000000460e-01 3.463650000000000062e-02 9.999148787211754597e-01
1.390130000000000109e+03 9.733300000000000285e-01 3.436759999999999815e-02 9.999157307543768969e-01
1.390160000000000082e+03 9.731929999999999747e-01 3.438100000000000184e-02 9.999165698344797404e-01
1.390190000000000055e+03 9.848550000000000360e-01 3.462500000000000300e-02 9.999173961240644948e-01
1.390220000000000027e+03 1.003649999999999931e+00 3.494280000000000302e-02 9.999182098541786745e-01
1.390250000000000000e+03 1.022270000000000012e+00 3.518229999999999968e-02 9.999190112898103111e-01
1.390279999999999973e+03 9.771900000000000031e-01 3.440510000000000096e-02 9.999198007150057466e-01
1.390309999999999945e+03 1.006490000000000107e+00 3.488100000000000228e-02 9.999205784145782649e-01
1.390339999999999918e+03 9.924490000000000256e-01 3.464860000000000162e-02 9.999213446535087924e-01
1.390369999999999891e+03 9.745949999999999891e-01 3.437500000000000278e-02 9.999220996704181186e-01
1.390400000000000091e+03 9.792030000000000456e-01 3.438259999999999927e-02 9.999228436807984233e-01
1.390430000000000064e+03 9.106130000000000058e-01 3.322760000000000297e-02 9.999235768978704808e-01
1.390460000000000036e+03 9.538320000000000132e-01 3.395440000000000264e-02 9.999242995405667189e-01
1.390490000000000009e+03 1.007530000000000037e+00 3.494069999999999815e-02 9.999250118339771953e-01
1.390519999999999982e+03 9.848759999999999737e-01 3.456089999999999857e-02 9.999257140020025858e-01
1.390549999999999955e+03 1.001810000000000089e+00 3.490240000000000009e-02 9.999264062648430818e-01
1.390579999999999927e+03 1.045190000000000063e+00 3.581030000000000324e-02 9.999270888400421109e-01
1.390609999999999900e+03 9.863669999999999938e-01 3.454299999999999732e-02 9.999277619389057570e-01
1.390640000000000100e+03 9.796350000000000335e-01 3.435989999999999878e-02 9.999284257704538215e-01
1.390670000000000073e+03 9.792079999999999673e-01 3.450190000000000201e-02 9.999290805412592853e-01
1.390700000000000045e+03 1.009300000000000086e+00 3.485719999999999791e-02 9.999297264524038553e-01
1.390730000000000018e+03 1.028680000000000039e+00 3.523060000000000080e-02 9.999303637003436052e-01
1.390759999999999991e+03 1.013160000000000061e+00 3.500650000000000289e-02 9.999309924736697885e-01
1.390789999999999964e+03 1.034780000000000033e+00 3.531770000000000048e-02 9.999316129531584663e-01
1.390819999999999936e+03 9.972020000000000328e-01 3.465820000000000012e-02 9.999322253129544480e-01
1.390849999999999909e+03 9.921720000000000539e-01 3.453189999999999732e-02 9.999328297174907565e-01
1.390880000000000109e+03 1.022180000000000089e+00 3.512699999999999850e-02 9.999334263229022746e-01
1.390910000000000082e+03 9.376360000000000250e-01 3.359750000000000236e-02 9.999340152787848934e-01
1.390940000000000055e+03 9.256499999999999728e-01 3.349989999999999912e-02 9.999345967361236154e-01
1.390970000000000027e+03 9.846960000000000157e-01 3.441190000000000221e-02 9.999351708557149276e-01
1.391000000000000000e+03 9.850489999999999524e-01 3.449100000000000082e-02 9.999357378022012410e-01
1.391029999999999973e+03 1.001600000000000046e+00 3.467139999999999805e-02 9.999362977479875347e-01
1.391059999999999945e+03 9.803560000000000052e-01 3.432980000000000059e-02 9.999368508720571924e-01
1.391089999999999918e+03 1.022189999999999932e+00 3.498359999999999664e-02 9.999373973650155234e-01
1.391119999999999891e+03 9.632579999999999476e-01 3.401749999999999913e-02 9.999379374239701912e-01
1.391150000000000091e+03 1.007260000000000044e+00 3.475759999999999961e-02 9.999384712490441141e-01
1.391180000000000064e+03 9.844899999999999762e-01 3.435089999999999671e-02 9.999389990400551209e-01
1.391210000000000036e+03 9.936690000000000245e-01 3.447809999999999764e-02 9.999395209685193464e-01
1.391240000000000009e+03 1.033770000000000078e+00 3.532740000000000186e-02 9.999400371907655183e-01
1.391269999999999982e+03 1.039579999999999949e+00 3.523740000000000205e-02 9.999405478722737106e-01
1.391299999999999955e+03 9.752480000000000038e-01 3.419849999999999973e-02 9.999410532265180507e-01
1.391329999999999927e+03 9.681619999999999671e-01 3.405070000000000319e-02 9.999415535001182631e-01
1.391359999999999900e+03 9.746820000000000483e-01 3.414190000000000280e-02 9.999420489228946218e-01
1.391390000000000100e+03 1.003579999999999917e+00 3.467459999999999987e-02 9.999425396464722837e-01
1.391420000000000073e+03 9.756479999999999597e-01 3.414670000000000205e-02 9.999430257652411891e-01
1.391450000000000045e+03 9.800910000000000455e-01 3.440130000000000271e-02 9.999435072227778054e-01
1.391480000000000018e+03 9.178159999999999652e-01 3.323120000000000240e-02 9.999439839207578951e-01
1.391509999999999991e+03 9.338969999999999771e-01 3.340459999999999957e-02 9.999444557467486172e-01
1.391539999999999964e+03 1.014489999999999892e+00 3.485930000000000278e-02 9.999449226859220552e-01
1.391569999999999936e+03 9.939869999999999539e-01 3.443539999999999796e-02 9.999453848703804271e-01
1.391599999999999909e+03 1.019549999999999956e+00 3.483479999999999910e-02 9.999458425267524486e-01
1.391630000000000109e+03 9.718430000000000124e-01 3.393329999999999957e-02 9.999462958645320976e-01
1.391660000000000082e+03 9.858569999999999833e-01 3.429480000000000028e-02 9.999467451692175546e-01
1.391690000000000055e+03 1.016159999999999952e+00 3.476409999999999917e-02 9.999471908497847839e-01
1.391720000000000027e+03 9.739700000000000024e-01 3.406270000000000131e-02 9.999476335513830527e-01
1.391750000000000000e+03 1.030929999999999902e+00 3.503019999999999745e-02 9.999480740206637686e-01
1.391779999999999973e+03 1.015730000000000022e+00 3.475620000000000098e-02 9.999485129501589631e-01
1.391809999999999945e+03 1.022070000000000034e+00 3.485089999999999716e-02 9.999489507412610001e-01
1.391839999999999918e+03 9.835099999999999953e-01 3.416149999999999742e-02 9.999493874610898558e-01
1.391869999999999891e+03 9.714279999999999582e-01 3.397370000000000251e-02 9.999498229760583889e-01
1.391900000000000091e+03 9.862410000000000343e-01 3.434740000000000015e-02 9.999502572470997386e-01
1.391930000000000064e+03 9.632380000000000386e-01 3.383219999999999977e-02 9.999506905318144012e-01
1.391960000000000036e+03 9.604059999999999819e-01 3.384050000000000252e-02 9.999511235433860001e-01
1.391990000000000009e+03 9.658870000000000511e-01 3.384179999999999827e-02 9.999515572239366934e-01
1.392019999999999982e+03 9.456670000000000353e-01 3.351980000000000237e-02 9.999519924265914961e-01
1.392049999999999955e+03 9.706399999999999473e-01 3.393589999999999801e-02 9.999524295609247826e-01
1.392079999999999927e+03 1.007290000000000019e+00 3.450190000000000201e-02 9.999528689614904930e-01
1.392109999999999900e+03 9.875880000000000214e-01 3.430119999999999697e-02 9.999533120915111706e-01
1.392140000000000100e+03 9.715819999999999457e-01 3.389070000000000277e-02 9.999537619623378726e-01
1.392170000000000073e+03 9.934699999999999642e-01 3.429349999999999760e-02 9.999542228715558867e-01
1.392200000000000045e+03 9.490030000000000410e-01 3.346829999999999944e-02 9.999546986030988238e-01
1.392230000000000018e+03 9.501190000000000468e-01 3.355910000000000143e-02 9.999551909140166339e-01
1.392259999999999991e+03 9.576270000000000060e-01 3.371330000000000160e-02 9.999556997033817174e-01
1.392289999999999964e+03 9.796099999999999808e-01 3.419830000000000092e-02 9.999562236330201692e-01
1.392319999999999936e+03 9.507649999999999713e-01 3.347929999999999656e-02 9.999567620881543162e-01
1.392349999999999909e+03 9.605839999999999934e-01 3.365649999999999892e-02 9.999573178956163710e-01
1.392380000000000109e+03 9.651199999999999779e-01 3.378339999999999815e-02 9.999579025166729362e-01
1.392410000000000082e+03 9.532329999999999970e-01 3.351119999999999793e-02 9.999585389700585969e-01
1.392440000000000055e+03 9.816369999999999818e-01 3.397410000000000013e-02 9.999592630211612265e-01
1.392470000000000027e+03 9.708020000000000538e-01 3.379069999999999990e-02 9.999601319538173883e-01
1.392500000000000000e+03 9.950269999999999948e-01 3.420349999999999779e-02 9.999612169603563361e-01
1.392529999999999973e+03 1.007419999999999982e+00 3.438460000000000127e-02 9.999626261746004108e-01
1.392559999999999945e+03 9.901780000000000026e-01 3.409020000000000106e-02 9.999644622415309048e-01
1.392589999999999918e+03 1.037500000000000089e+00 3.498869999999999758e-02 9.999668451370726796e-01
1.392619999999999891e+03 9.539710000000000134e-01 3.350809999999999900e-02 9.999698954928204486e-01
1.392650000000000091e+03 9.818120000000000180e-01 3.393700000000000189e-02 9.999736253562941934e-01
